idx,partition,spk_a,utt_a,spk_b,utt_b,snr_a,snr_b,dur_sec,wav_a,wav_b,mp4_a,out_wav,out_mp4
58,train,第一批_5%_vg0022,0aeb2dcd-bce0-4f68-b205-0f3434c7d913,part_50000-60000_vg0180,77365a4e-2dbe-4769-9dae-f9009fc6f689,0.000000,-4.784480,29.513,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/0aeb2dcd-bce0-4f68-b205-0f3434c7d913.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/77365a4e-2dbe-4769-9dae-f9009fc6f689.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/0aeb2dcd-bce0-4f68-b205-0f3434c7d913.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0058.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0058.mp4
59,train,part_35000-40000_vg0038,2b322515-2b23-4ee6-b1dc-ef3b5463230b,part_05000-10000_vg0086,216866fd-ea71-41ca-b9fa-a3fed5edecf4,0.000000,-5.161770,5.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_35000-40000/2b322515-2b23-4ee6-b1dc-ef3b5463230b.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_05000-10000/216866fd-ea71-41ca-b9fa-a3fed5edecf4.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_35000-40000/2b322515-2b23-4ee6-b1dc-ef3b5463230b.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0059.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0059.mp4
60,train,part_25000-30000_vg0011,0ef4cd3d-1c96-45fe-bdd6-0719948999f7,part_95000-100000_vg0026,95d2227a-7f89-4bc0-9fa4-0061fe02f2c8,0.000000,-5.533958,4.011,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_25000-30000/0ef4cd3d-1c96-45fe-bdd6-0719948999f7.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_95000-100000/95d2227a-7f89-4bc0-9fa4-0061fe02f2c8.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_25000-30000/0ef4cd3d-1c96-45fe-bdd6-0719948999f7.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0060.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0060.mp4
61,train,part_90000-95000_vg0039,8ae28a3d-8a93-497c-a8a3-de813eb751d4,part_40000-50000_vg0016,34a16f69-6751-4a86-8b44-db1cdd4cf50c,0.000000,-3.551699,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_90000-95000/8ae28a3d-8a93-497c-a8a3-de813eb751d4.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/34a16f69-6751-4a86-8b44-db1cdd4cf50c.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_90000-95000/8ae28a3d-8a93-497c-a8a3-de813eb751d4.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0061.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0061.mp4
62,test,part_30000-35000_vg0009,1b328300-d0c4-4369-9b56-6ff89d8bc251,part_75000-80000_vg0043,668bad94-055b-435f-80f7-a24065706317,0.000000,-3.968535,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_30000-35000/1b328300-d0c4-4369-9b56-6ff89d8bc251.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_75000-80000/668bad94-055b-435f-80f7-a24065706317.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_30000-35000/1b328300-d0c4-4369-9b56-6ff89d8bc251.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0062.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0062.mp4
63,train,part_15000-20000_vg0051,3ca2d50c-4700-42f2-b97c-f66c84c49d5a,part_40000-50000_vg0122,490f5899-616f-4639-83b4-bf4b849459a5,0.000000,-4.141881,19.946,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_15000-20000/3ca2d50c-4700-42f2-b97c-f66c84c49d5a.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/490f5899-616f-4639-83b4-bf4b849459a5.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_15000-20000/3ca2d50c-4700-42f2-b97c-f66c84c49d5a.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0063.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0063.mp4
64,train,part_00000-05000_vg0072,0d235f1c-1223-4969-89fe-48baa596d571,part_40000-50000_vg0062,3a9635ca-6267-4d2b-8c75-89e68901ea20,0.000000,-4.747998,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_00000-05000/0d235f1c-1223-4969-89fe-48baa596d571.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/3a9635ca-6267-4d2b-8c75-89e68901ea20.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_00000-05000/0d235f1c-1223-4969-89fe-48baa596d571.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0064.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0064.mp4
65,train,part_10000-15000_vg0076,314befe0-e11e-4b74-885d-3f9291e629b3,part_60000-65000_vg0080,7b96b4b0-9a01-485e-b71c-eb5c0c436942,0.000000,-3.070423,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_10000-15000/314befe0-e11e-4b74-885d-3f9291e629b3.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_60000-65000/7b96b4b0-9a01-485e-b71c-eb5c0c436942.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_10000-15000/314befe0-e11e-4b74-885d-3f9291e629b3.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0065.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0065.mp4
66,test,第二批_5%_vg0256,fefb3485-849c-4e6c-8b58-5c0b83f56a05,第二批_5%_vg0220,ee6055be-70fc-4b05-a027-a4564ed08c51,0.000000,-3.248203,11.308,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/fefb3485-849c-4e6c-8b58-5c0b83f56a05.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/ee6055be-70fc-4b05-a027-a4564ed08c51.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/fefb3485-849c-4e6c-8b58-5c0b83f56a05.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0066.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0066.mp4
67,train,part_85000-90000_vg0074,82f0370a-d322-44fc-9787-5c2a8b74c665,part_30000-35000_vg0089,2571cfb4-1b04-4734-804f-574890685290,0.000000,-4.951759,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/82f0370a-d322-44fc-9787-5c2a8b74c665.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_30000-35000/2571cfb4-1b04-4734-804f-574890685290.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_85000-90000/82f0370a-d322-44fc-9787-5c2a8b74c665.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0067.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0067.mp4
68,train,第二批_5%_vg0233,f427c6de-c422-473f-85fd-31a9c6a38208,第二批_5%_vg0122,bd5625d7-80c9-4504-8cc7-efd9adad8124,0.000000,-3.819746,13.886,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/f427c6de-c422-473f-85fd-31a9c6a38208.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/bd5625d7-80c9-4504-8cc7-efd9adad8124.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/f427c6de-c422-473f-85fd-31a9c6a38208.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0068.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0068.mp4
69,train,part_40000-50000_vg0150,4e2709e2-734b-4c11-a47e-897bd94679fc,part_10000-15000_vg0084,32af7251-c2b8-43aa-995a-14b5639c98b4,0.000000,-4.917704,2.005,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/4e2709e2-734b-4c11-a47e-897bd94679fc.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_10000-15000/32af7251-c2b8-43aa-995a-14b5639c98b4.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_40000-50000/4e2709e2-734b-4c11-a47e-897bd94679fc.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0069.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0069.mp4
70,train,part_10000-15000_vg0056,2db08fdb-135e-40ae-a3c8-a0295938514a,part_40000-50000_vg0010,33e02a3d-5f7b-4023-98f6-fa255a2593c6,0.000000,-3.387722,29.605,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_10000-15000/2db08fdb-135e-40ae-a3c8-a0295938514a.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/33e02a3d-5f7b-4023-98f6-fa255a2593c6.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_10000-15000/2db08fdb-135e-40ae-a3c8-a0295938514a.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0070.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0070.mp4
71,val,第二批_5%_vg0156,ce586c50-7dc4-4372-8423-fa2192ba5200,part_20000-25000_vg0018,035a773c-f050-4ad1-bd47-02ba7a07b53b,0.000000,-5.533466,7.477,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/ce586c50-7dc4-4372-8423-fa2192ba5200.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/035a773c-f050-4ad1-bd47-02ba7a07b53b.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/ce586c50-7dc4-4372-8423-fa2192ba5200.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0071.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0071.mp4
72,test,第二批_5%_vg0126,bf4bcc6e-a0ea-4b41-b6eb-ba427d3dd79f,第二批_5%_vg0016,8920e576-c451-4da5-ae0b-cb357daf0242,0.000000,-5.029003,29.884,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/bf4bcc6e-a0ea-4b41-b6eb-ba427d3dd79f.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/8920e576-c451-4da5-ae0b-cb357daf0242.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/bf4bcc6e-a0ea-4b41-b6eb-ba427d3dd79f.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0072.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0072.mp4
73,test,第二批_5%_vg0069,a32b67e9-7e30-4a1a-9143-dbdc1cdb465e,第一批_5%_vg0112,36968f1a-85fc-4f4e-b93a-ecfa92ab2251,0.000000,-4.553104,21.223,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/a32b67e9-7e30-4a1a-9143-dbdc1cdb465e.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/36968f1a-85fc-4f4e-b93a-ecfa92ab2251.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/a32b67e9-7e30-4a1a-9143-dbdc1cdb465e.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0073.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0073.mp4
74,train,part_00000-05000_vg0073,0d29c0c2-b283-4566-bc33-c39936f58f40,part_65000-70000_vg0087,52f9174e-a5cd-4c6f-afd2-400ebc624cae,0.000000,-4.914847,4.040,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_00000-05000/0d29c0c2-b283-4566-bc33-c39936f58f40.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_65000-70000/52f9174e-a5cd-4c6f-afd2-400ebc624cae.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_00000-05000/0d29c0c2-b283-4566-bc33-c39936f58f40.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0074.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0074.mp4
75,train,part_50000-60000_vg0137,6fbb2647-5c36-4534-b402-545f81a44854,part_50000-60000_vg0062,61eb5104-4ae2-411f-8a9e-32804bb82c88,0.000000,-5.244647,29.605,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/6fbb2647-5c36-4534-b402-545f81a44854.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/61eb5104-4ae2-411f-8a9e-32804bb82c88.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_50000-60000/6fbb2647-5c36-4534-b402-545f81a44854.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0075.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0075.mp4
76,train,第二批_5%_vg0116,ba2df857-866d-44b6-a1f7-3040a2d63743,part_05000-10000_vg0094,2304b62e-41eb-47ed-91f9-5bafd25a7bd7,0.000000,-4.853728,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/ba2df857-866d-44b6-a1f7-3040a2d63743.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_05000-10000/2304b62e-41eb-47ed-91f9-5bafd25a7bd7.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/ba2df857-866d-44b6-a1f7-3040a2d63743.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0076.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0076.mp4
77,train,第二批_5%_vg0031,900ceff9-5fb2-495b-a43c-0053f4515751,part_15000-20000_vg0085,42cfb602-e451-4e11-a0bb-599679ec01a9,0.000000,-4.047966,18.088,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/900ceff9-5fb2-495b-a43c-0053f4515751.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_15000-20000/42cfb602-e451-4e11-a0bb-599679ec01a9.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/900ceff9-5fb2-495b-a43c-0053f4515751.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0077.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0077.mp4
78,train,part_50000-60000_vg0139,7006765a-01a1-4ca4-ba3b-210ee332288c,part_25000-30000_vg0079,179acec0-7691-407e-949b-8569b2331fbd,0.000000,-4.264568,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/7006765a-01a1-4ca4-ba3b-210ee332288c.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_25000-30000/179acec0-7691-407e-949b-8569b2331fbd.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_50000-60000/7006765a-01a1-4ca4-ba3b-210ee332288c.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0078.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0078.mp4
79,train,part_10000-15000_vg0075,3121f481-b638-411e-944c-46fd119c0739,part_25000-30000_vg0009,0ed52697-2de2-4bf1-af20-6af4d928ad0d,0.000000,-3.383188,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_10000-15000/3121f481-b638-411e-944c-46fd119c0739.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_25000-30000/0ed52697-2de2-4bf1-af20-6af4d928ad0d.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_10000-15000/3121f481-b638-411e-944c-46fd119c0739.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0079.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0079.mp4
80,train,part_75000-80000_vg0069,69e49f36-abac-4f25-b787-8ab91fd3beb5,part_30000-35000_vg0092,25c31aa9-aa54-4429-b90c-38259e79e43f,0.000000,-4.566906,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_75000-80000/69e49f36-abac-4f25-b787-8ab91fd3beb5.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_30000-35000/25c31aa9-aa54-4429-b90c-38259e79e43f.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_75000-80000/69e49f36-abac-4f25-b787-8ab91fd3beb5.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0080.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0080.mp4
81,train,part_15000-20000_vg0016,367bc67b-2dab-4815-9515-e59853ca8835,第二批_5%_vg0059,9dc29615-b5ad-44c6-9784-4a7c62e55bb4,0.000000,-4.152373,5.805,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_15000-20000/367bc67b-2dab-4815-9515-e59853ca8835.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/9dc29615-b5ad-44c6-9784-4a7c62e55bb4.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_15000-20000/367bc67b-2dab-4815-9515-e59853ca8835.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0081.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0081.mp4
82,val,part_00000-05000_vg0000,0008f01d-8a4d-47d7-886c-63ae0ac57ced,part_50000-60000_vg0156,72e0a9a2-1cc1-4d12-aec2-57968b815abf,0.000000,-3.063117,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_00000-05000/0008f01d-8a4d-47d7-886c-63ae0ac57ced.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/72e0a9a2-1cc1-4d12-aec2-57968b815abf.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_00000-05000/0008f01d-8a4d-47d7-886c-63ae0ac57ced.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0082.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0082.mp4
83,train,part_65000-70000_vg0047,4e20fb9c-653a-4378-b0cf-b8e60f492566,part_60000-65000_vg0061,46e923fe-465e-4c16-b926-80643c98626d,0.000000,-3.753835,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_65000-70000/4e20fb9c-653a-4378-b0cf-b8e60f492566.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_60000-65000/46e923fe-465e-4c16-b926-80643c98626d.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_65000-70000/4e20fb9c-653a-4378-b0cf-b8e60f492566.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0083.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0083.mp4
84,train,part_40000-50000_vg0119,48a52c33-1be3-4ede-a277-502c57214d55,part_20000-25000_vg0056,0833967f-0c0d-4f0f-9ce0-1a66b8c59c21,0.000000,-4.030624,5.944,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/48a52c33-1be3-4ede-a277-502c57214d55.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/0833967f-0c0d-4f0f-9ce0-1a66b8c59c21.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_40000-50000/48a52c33-1be3-4ede-a277-502c57214d55.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0084.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0084.mp4
85,train,part_75000-80000_vg0093,6cb472ae-86b7-4c61-9ac6-12be12d45c17,part_30000-35000_vg0072,233e7ffd-c8d8-4083-95e3-e76cefd1b4f0,0.000000,-3.850534,5.062,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_75000-80000/6cb472ae-86b7-4c61-9ac6-12be12d45c17.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_30000-35000/233e7ffd-c8d8-4083-95e3-e76cefd1b4f0.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_75000-80000/6cb472ae-86b7-4c61-9ac6-12be12d45c17.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0085.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0085.mp4
86,val,第二批_5%_vg0120,bc0ae424-adc8-42dd-89af-5a67ec99cb8b,part_50000-60000_vg0016,596b4778-55cb-4172-b177-34a8081c51ee,0.000000,-4.594058,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/bc0ae424-adc8-42dd-89af-5a67ec99cb8b.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/596b4778-55cb-4172-b177-34a8081c51ee.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/bc0ae424-adc8-42dd-89af-5a67ec99cb8b.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0086.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0086.mp4
